,entrezgene_id,KEGG_family,KEGG_node,KEGG_subnode
873,564171,dre03000,Helix-turn-helix,Homeo domain ZF
874,386660,dre03000,Helix-turn-helix,Homeo domain ZF
875,101883792,dre03000,Helix-turn-helix,Homeo domain ZF
876,386659,dre03000,Helix-turn-helix,Homeo domain ZF
877,378868,dre03000,Helix-turn-helix,Homeo domain ZF
878,368671,dre03000,Helix-turn-helix,Homeo domain ZF
879,566226,dre03000,Helix-turn-helix,Homeo domain ZF
880,445120,dre03000,Helix-turn-helix,Homeo domain CUT
881,565530,dre03000,Helix-turn-helix,Homeo domain CUT
882,797445,dre03000,Helix-turn-helix,Homeo domain CUT
883,393545,dre03000,Helix-turn-helix,Homeo domain CUT
884,246225,dre03000,Helix-turn-helix,Homeo domain CUT
885,100000073,dre03000,Helix-turn-helix,Homeo domain CUT
886,100332965,dre03000,Helix-turn-helix,Homeo domain CUT
887,565854,dre03000,Helix-turn-helix,Homeo domain CUT
888,378993,dre03000,Helix-turn-helix,Homeo domain CUT
889,571757,dre03000,Helix-turn-helix,Homeo domain CUT
890,563435,dre03000,Helix-turn-helix,Homeo domain CUT
891,30679,dre03000,Helix-turn-helix,Homeo domain PROS
892,100003863,dre03000,Helix-turn-helix,Homeo domain PROS
893,58138,dre03000,Helix-turn-helix,Homeo domain TALE
894,570960,dre03000,Helix-turn-helix,Homeo domain TALE
895,58136,dre03000,Helix-turn-helix,Homeo domain TALE
896,58140,dre03000,Helix-turn-helix,Homeo domain TALE
897,387532,dre03000,Helix-turn-helix,Homeo domain TALE
898,30728,dre03000,Helix-turn-helix,Homeo domain TALE
899,170446,dre03000,Helix-turn-helix,Homeo domain TALE
900,170455,dre03000,Helix-turn-helix,Homeo domain TALE
901,170454,dre03000,Helix-turn-helix,Homeo domain TALE
902,30066,dre03000,Helix-turn-helix,Homeo domain TALE
903,81885,dre03000,Helix-turn-helix,Homeo domain TALE
904,321756,dre03000,Helix-turn-helix,Homeo domain TALE
905,100535338,dre03000,Helix-turn-helix,Homeo domain TALE
906,474317,dre03000,Helix-turn-helix,Homeo domain TALE
907,573346,dre03000,Helix-turn-helix,Homeo domain TALE
908,403019,dre03000,Helix-turn-helix,Homeo domain TALE
909,394032,dre03000,Helix-turn-helix,Homeo domain TALE
910,30520,dre03000,Helix-turn-helix,Homeo domain TALE
911,321806,dre03000,Helix-turn-helix,Homeo domain TALE
912,114430,dre03000,Helix-turn-helix,Homeo domain TALE
913,140746,dre03000,Helix-turn-helix,Homeo domain TALE
914,402999,dre03000,Helix-turn-helix,Homeo domain TALE
915,405792,dre03000,Helix-turn-helix,Homeo domain TALE
916,474318,dre03000,Helix-turn-helix,Homeo domain TALE
917,799136,dre03000,Helix-turn-helix,Homeo domain TALE
918,556167,dre03000,Helix-turn-helix,Homeo domain TALE
919,170445,dre03000,Helix-turn-helix,Homeo domain TALE
920,386959,dre03000,Helix-turn-helix,Homeo domain TALE
921,798151,dre03000,Helix-turn-helix,Homeo domain TALE
922,30126,dre03000,Helix-turn-helix,Fork head/winged helix developmental regulators
923,100148408,dre03000,Helix-turn-helix,Fork head/winged helix developmental regulators
924,79375,dre03000,Helix-turn-helix,Fork head/winged helix developmental regulators
925,30274,dre03000,Helix-turn-helix,Fork head/winged helix developmental regulators
926,405850,dre03000,Helix-turn-helix,Fork head/winged helix developmental regulators
927,571323,dre03000,Helix-turn-helix,Fork head/winged helix developmental regulators
928,100142648,dre03000,Helix-turn-helix,Fork head/winged helix developmental regulators
929,30315,dre03000,Helix-turn-helix,Fork head/winged helix developmental regulators
930,266748,dre03000,Helix-turn-helix,Fork head/winged helix developmental regulators
931,550127,dre03000,Helix-turn-helix,Fork head/winged helix developmental regulators
932,692291,dre03000,Helix-turn-helix,Fork head/winged helix developmental regulators
933,100330010,dre03000,Helix-turn-helix,Fork head/winged helix developmental regulators
934,555843,dre03000,Helix-turn-helix,Fork head/winged helix developmental regulators
935,30541,dre03000,Helix-turn-helix,Fork head/winged helix tissue-specific regulators
936,30559,dre03000,Helix-turn-helix,Fork head/winged helix tissue-specific regulators
937,767737,dre03000,Helix-turn-helix,Fork head/winged helix tissue-specific regulators
938,494105,dre03000,Helix-turn-helix,Fork head/winged helix tissue-specific regulators
939,101885420,dre03000,Helix-turn-helix,"Fork head/winged helix cell cycle-controlling factors, E2F"
940,568846,dre03000,Helix-turn-helix,"Fork head/winged helix cell cycle-controlling factors, E2F"
941,791146,dre03000,Helix-turn-helix,"Fork head/winged helix cell cycle-controlling factors, E2F"
942,406741,dre03000,Helix-turn-helix,"Fork head/winged helix cell cycle-controlling factors, E2F"
943,402908,dre03000,Helix-turn-helix,"Fork head/winged helix cell cycle-controlling factors, E2F"
944,560495,dre03000,Helix-turn-helix,"Fork head/winged helix cell cycle-controlling factors, E2F"
945,567941,dre03000,Helix-turn-helix,"Fork head/winged helix cell cycle-controlling factors, E2F"
946,565952,dre03000,Helix-turn-helix,"Fork head/winged helix cell cycle-controlling factors, E2F"
947,406813,dre03000,Helix-turn-helix,"Fork head/winged helix cell cycle-controlling factors, DP"
948,393749,dre03000,Helix-turn-helix,"Fork head/winged helix cell cycle-controlling factors, DP"
949,338204,dre03000,Helix-turn-helix,"Fork head/winged helix cell cycle-controlling factors, DP"
950,559714,dre03000,Helix-turn-helix,Fork head/winged helix other regulators
951,30542,dre03000,Helix-turn-helix,Fork head/winged helix other regulators
952,799571,dre03000,Helix-turn-helix,Fork head/winged helix other regulators
953,30548,dre03000,Helix-turn-helix,Fork head/winged helix other regulators
954,30524,dre03000,Helix-turn-helix,Fork head/winged helix other regulators
955,405849,dre03000,Helix-turn-helix,Fork head/winged helix other regulators
956,30525,dre03000,Helix-turn-helix,Fork head/winged helix other regulators
957,100037333,dre03000,Helix-turn-helix,Fork head/winged helix other regulators
958,567676,dre03000,Helix-turn-helix,Fork head/winged helix other regulators
959,570855,dre03000,Helix-turn-helix,Fork head/winged helix other regulators
960,566407,dre03000,Helix-turn-helix,Fork head/winged helix other regulators
961,407681,dre03000,Helix-turn-helix,Fork head/winged helix other regulators
962,100002904,dre03000,Helix-turn-helix,Fork head/winged helix other regulators
963,57930,dre03000,Helix-turn-helix,Fork head/winged helix other regulators
964,387258,dre03000,Helix-turn-helix,Fork head/winged helix other regulators
965,353313,dre03000,Helix-turn-helix,Fork head/winged helix other regulators
966,387256,dre03000,Helix-turn-helix,Fork head/winged helix other regulators
967,387257,dre03000,Helix-turn-helix,Fork head/winged helix other regulators
968,797147,dre03000,Helix-turn-helix,Fork head/winged helix other regulators
969,558490,dre03000,Helix-turn-helix,Fork head/winged helix other regulators
970,334470,dre03000,Helix-turn-helix,Fork head/winged helix other regulators
971,798356,dre03000,Helix-turn-helix,Fork head/winged helix other regulators
972,692279,dre03000,Helix-turn-helix,Fork head/winged helix other regulators
973,393959,dre03000,Helix-turn-helix,Fork head/winged helix other regulators
974,100004081,dre03000,Helix-turn-helix,Fork head/winged helix other regulators
975,100149117,dre03000,Helix-turn-helix,Fork head/winged helix other regulators
976,394072,dre03000,Helix-turn-helix,Fork head/winged helix other regulators
977,567969,dre03000,Helix-turn-helix,Fork head/winged helix other regulators
978,768121,dre03000,Helix-turn-helix,Fork head/winged helix other regulators
979,494532,dre03000,Helix-turn-helix,Fork head/winged helix other regulators
980,30296,dre03000,Helix-turn-helix,Fork head/winged helix other regulators
981,563719,dre03000,Helix-turn-helix,Fork head/winged helix other regulators
982,561541,dre03000,Helix-turn-helix,Fork head/winged helix other regulators
983,569047,dre03000,Helix-turn-helix,Fork head/winged helix other regulators
984,564127,dre03000,Helix-turn-helix,Fork head/winged helix other regulators
985,555242,dre03000,Helix-turn-helix,Fork head/winged helix other regulators
986,557245,dre03000,Helix-turn-helix,Fork head/winged helix other regulators
987,101886699,dre03000,Helix-turn-helix,Fork head/winged helix other regulators
988,405843,dre03000,Helix-turn-helix,Fork head/winged helix other regulators
989,100537750,dre03000,Helix-turn-helix,Fork head/winged helix other regulators
990,58123,dre03000,Helix-turn-helix,Heat shock factors
991,140427,dre03000,Helix-turn-helix,Heat shock factors
992,503739,dre03000,Helix-turn-helix,Heat shock factors
993,30519,dre03000,Helix-turn-helix,"Tryptophan clusters Myb, Myb-factors"
994,558540,dre03000,Helix-turn-helix,"Tryptophan clusters Myb, Myb-factors"
995,445390,dre03000,Helix-turn-helix,"Tryptophan clusters Myb, Myb-factors"
996,561241,dre03000,Helix-turn-helix,"Tryptophan clusters Myb, Myb-like factors"
997,436938,dre03000,Helix-turn-helix,"Tryptophan clusters Myb, Myb-like factors"
998,30396,dre03000,Helix-turn-helix,Tryptophan clusters Ets-type
999,387534,dre03000,Helix-turn-helix,Tryptophan clusters Ets-type
1000,445489,dre03000,Helix-turn-helix,Tryptophan clusters Ets-type
1001,560869,dre03000,Helix-turn-helix,Tryptophan clusters Ets-type
1002,568223,dre03000,Helix-turn-helix,Tryptophan clusters Ets-type
1003,567895,dre03000,Helix-turn-helix,Tryptophan clusters Ets-type
1004,557074,dre03000,Helix-turn-helix,Tryptophan clusters Ets-type
1005,30093,dre03000,Helix-turn-helix,Tryptophan clusters Ets-type
1006,563876,dre03000,Helix-turn-helix,Tryptophan clusters Ets-type
1007,30700,dre03000,Helix-turn-helix,Tryptophan clusters Ets-type
1008,337626,dre03000,Helix-turn-helix,Tryptophan clusters Ets-type
1009,30452,dre03000,Helix-turn-helix,Tryptophan clusters Ets-type
1010,114444,dre03000,Helix-turn-helix,Tryptophan clusters Ets-type
1011,100009655,dre03000,Helix-turn-helix,Tryptophan clusters Ets-type
1012,560416,dre03000,Helix-turn-helix,Tryptophan clusters Ets-type
1013,565909,dre03000,Helix-turn-helix,Tryptophan clusters Ets-type
1014,280651,dre03000,Helix-turn-helix,Tryptophan clusters Ets-type
1015,326672,dre03000,Helix-turn-helix,Tryptophan clusters Ets-type
1016,494073,dre03000,Helix-turn-helix,Tryptophan clusters Ets-type
1017,30619,dre03000,Helix-turn-helix,Tryptophan clusters Ets-type
1018,386723,dre03000,Helix-turn-helix,Tryptophan clusters Ets-type
1019,791175,dre03000,Helix-turn-helix,Tryptophan clusters Ets-type
1020,30117,dre03000,Helix-turn-helix,Tryptophan clusters Ets-type
1021,751704,dre03000,Helix-turn-helix,Tryptophan clusters Ets-type
1022,447882,dre03000,Helix-turn-helix,Tryptophan clusters Ets-type
1023,101885606,dre03000,Helix-turn-helix,Tryptophan clusters Ets-type
1024,58110,dre03000,Helix-turn-helix,Tryptophan clusters Ets-type
1025,100003543,dre03000,Helix-turn-helix,Tryptophan clusters Ets-type
1026,792160,dre03000,Helix-turn-helix,Tryptophan clusters interferon-regulating factors
1027,494071,dre03000,Helix-turn-helix,Tryptophan clusters interferon-regulating factors
1028,325410,dre03000,Helix-turn-helix,Tryptophan clusters interferon-regulating factors
1029,564854,dre03000,Helix-turn-helix,Tryptophan clusters interferon-regulating factors
1030,569263,dre03000,Helix-turn-helix,Tryptophan clusters interferon-regulating factors
1031,100002070,dre03000,Helix-turn-helix,Tryptophan clusters interferon-regulating factors
1032,570419,dre03000,Helix-turn-helix,Tryptophan clusters interferon-regulating factors
1033,405811,dre03000,Helix-turn-helix,Tryptophan clusters interferon-regulating factors
1034,393570,dre03000,Helix-turn-helix,Tryptophan clusters interferon-regulating factors
1035,393650,dre03000,Helix-turn-helix,Tryptophan clusters interferon-regulating factors
1036,436895,dre03000,Helix-turn-helix,Tryptophan clusters interferon-regulating factors
1037,403013,dre03000,Helix-turn-helix,Tryptophan clusters interferon-regulating factors
1038,405773,dre03000,Helix-turn-helix,TEA domain
1039,794293,dre03000,Helix-turn-helix,TEA domain
1040,386763,dre03000,Helix-turn-helix,TEA domain
1041,100006454,dre03000,Helix-turn-helix,TEA domain
1042,569589,dre03000,Helix-turn-helix,ARID
1043,568161,dre03000,Helix-turn-helix,ARID
1044,100141358,dre03000,Helix-turn-helix,ARID
1045,566352,dre03000,Helix-turn-helix,ARID
1046,571249,dre03000,Helix-turn-helix,ARID
1047,569444,dre03000,Helix-turn-helix,ARID
1048,562799,dre03000,Helix-turn-helix,ARID
1049,101885279,dre03000,Helix-turn-helix,ARID
1050,327404,dre03000,Helix-turn-helix,ARID
1051,100537923,dre03000,Helix-turn-helix,ARID
1052,100536827,dre03000,Helix-turn-helix,ARID
1053,100462698,dre03000,Helix-turn-helix,ARID
1054,565756,dre03000,beta-Scaffold factors with minor groove contacts,RHR (Rel homology region) Rel/Ankyrin
1055,415100,dre03000,beta-Scaffold factors with minor groove contacts,RHR (Rel homology region) Rel/Ankyrin
1056,415099,dre03000,beta-Scaffold factors with minor groove contacts,RHR (Rel homology region) Rel/Ankyrin
1057,795414,dre03000,beta-Scaffold factors with minor groove contacts,RHR (Rel homology region) Rel/Ankyrin
1058,415101,dre03000,beta-Scaffold factors with minor groove contacts,RHR (Rel homology region) Rel/Ankyrin
1059,323099,dre03000,beta-Scaffold factors with minor groove contacts,RHR (Rel homology region) Ankyrin only
1060,406463,dre03000,beta-Scaffold factors with minor groove contacts,RHR (Rel homology region) Ankyrin only
1061,101883232,dre03000,beta-Scaffold factors with minor groove contacts,RHR (Rel homology region) Ankyrin only
1062,790944,dre03000,beta-Scaffold factors with minor groove contacts,RHR (Rel homology region) Ankyrin only
1063,100001781,dre03000,beta-Scaffold factors with minor groove contacts,RHR (Rel homology region) Ankyrin only
1064,101887110,dre03000,beta-Scaffold factors with minor groove contacts,RHR (Rel homology region) Ankyrin only
1065,492655,dre03000,beta-Scaffold factors with minor groove contacts,RHR (Rel homology region) Ankyrin only
1066,565656,dre03000,beta-Scaffold factors with minor groove contacts,RHR (Rel homology region) Ankyrin only
1067,561215,dre03000,beta-Scaffold factors with minor groove contacts,RHR (Rel homology region) Ankyrin only
1068,768285,dre03000,beta-Scaffold factors with minor groove contacts,RHR (Rel homology region) Ankyrin only
1069,554849,dre03000,beta-Scaffold factors with minor groove contacts,RHR (Rel homology region) Ankyrin only
1070,568315,dre03000,beta-Scaffold factors with minor groove contacts,RHR (Rel homology region) NF-AT
1071,100333254,dre03000,beta-Scaffold factors with minor groove contacts,RHR (Rel homology region) NF-AT
1072,571865,dre03000,beta-Scaffold factors with minor groove contacts,RHR (Rel homology region) NF-AT
1073,561772,dre03000,beta-Scaffold factors with minor groove contacts,RHR (Rel homology region) NF-AT
1074,566869,dre03000,beta-Scaffold factors with minor groove contacts,RHR (Rel homology region) NF-AT
1075,561682,dre03000,beta-Scaffold factors with minor groove contacts,RHR (Rel homology region) NF-AT
1076,334390,dre03000,beta-Scaffold factors with minor groove contacts,RHR (Rel homology region) NF-AT
1077,555802,dre03000,beta-Scaffold factors with minor groove contacts,RHR (Rel homology region) NF-AT
1078,30768,dre03000,beta-Scaffold factors with minor groove contacts,STAT
1079,368481,dre03000,beta-Scaffold factors with minor groove contacts,STAT
1080,565200,dre03000,beta-Scaffold factors with minor groove contacts,STAT
1081,30767,dre03000,beta-Scaffold factors with minor groove contacts,STAT
1082,368519,dre03000,beta-Scaffold factors with minor groove contacts,STAT
1083,369197,dre03000,beta-Scaffold factors with minor groove contacts,STAT
1084,445474,dre03000,beta-Scaffold factors with minor groove contacts,STAT
1085,337413,dre03000,beta-Scaffold factors with minor groove contacts,STAT
1086,30590,dre03000,beta-Scaffold factors with minor groove contacts,p53
1087,368221,dre03000,beta-Scaffold factors with minor groove contacts,p53
1088,260407,dre03000,beta-Scaffold factors with minor groove contacts,p53
1089,30564,dre03000,beta-Scaffold factors with minor groove contacts,"MADS-box regulators of differentiation, MEF-2"
1090,558073,dre03000,beta-Scaffold factors with minor groove contacts,"MADS-box regulators of differentiation, MEF-2"
1091,30575,dre03000,beta-Scaffold factors with minor groove contacts,"MADS-box regulators of differentiation, MEF-2"
1092,798771,dre03000,beta-Scaffold factors with minor groove contacts,"MADS-box regulators of differentiation, MEF-2"
1093,30580,dre03000,beta-Scaffold factors with minor groove contacts,"MADS-box regulators of differentiation, MEF-2"
1094,30431,dre03000,beta-Scaffold factors with minor groove contacts,MADS-box responders to external signals
1095,796843,dre03000,beta-Scaffold factors with minor groove contacts,SAND domain-containing proteins
1096,555649,dre03000,beta-Scaffold factors with minor groove contacts,SAND domain-containing proteins
1097,550611,dre03000,beta-Scaffold factors with minor groove contacts,SAND domain-containing proteins
1098,100007662,dre03000,beta-Scaffold factors with minor groove contacts,SAND domain-containing proteins
1099,563776,dre03000,beta-Scaffold factors with minor groove contacts,SAND domain-containing proteins
1100,568906,dre03000,beta-Scaffold factors with minor groove contacts,SAND domain-containing proteins
1101,567701,dre03000,beta-Scaffold factors with minor groove contacts,SAND domain-containing proteins
1102,368882,dre03000,beta-Scaffold factors with minor groove contacts,TATA-binding proteins
1103,407713,dre03000,beta-Scaffold factors with minor groove contacts,TATA-binding proteins
1104,403035,dre03000,beta-Scaffold factors with minor groove contacts,TATA-binding proteins
1105,436756,dre03000,beta-Scaffold factors with minor groove contacts,HMG SOX
1106,562710,dre03000,beta-Scaffold factors with minor groove contacts,HMG SOX
1107,30529,dre03000,beta-Scaffold factors with minor groove contacts,HMG SOX
1108,406246,dre03000,beta-Scaffold factors with minor groove contacts,HMG SOX
1109,557661,dre03000,beta-Scaffold factors with minor groove contacts,HMG SOX
1110,103910042,dre03000,beta-Scaffold factors with minor groove contacts,HMG SOX
1111,30543,dre03000,beta-Scaffold factors with minor groove contacts,HMG SOX
1112,378723,dre03000,beta-Scaffold factors with minor groove contacts,HMG SOX
1113,64812,dre03000,beta-Scaffold factors with minor groove contacts,HMG SOX
1114,30038,dre03000,beta-Scaffold factors with minor groove contacts,HMG SOX
1115,336346,dre03000,beta-Scaffold factors with minor groove contacts,HMG SOX
1116,393875,dre03000,beta-Scaffold factors with minor groove contacts,HMG SOX
1117,30602,dre03000,beta-Scaffold factors with minor groove contacts,HMG SOX
1118,30603,dre03000,beta-Scaffold factors with minor groove contacts,HMG SOX
1119,562381,dre03000,beta-Scaffold factors with minor groove contacts,HMG SOX
1120,567413,dre03000,beta-Scaffold factors with minor groove contacts,HMG SOX
1121,567154,dre03000,beta-Scaffold factors with minor groove contacts,HMG SOX
1122,555983,dre03000,beta-Scaffold factors with minor groove contacts,HMG SOX
1123,394203,dre03000,beta-Scaffold factors with minor groove contacts,HMG SOX
1124,140616,dre03000,beta-Scaffold factors with minor groove contacts,HMG SOX
1125,386704,dre03000,beta-Scaffold factors with minor groove contacts,HMG SOX
1126,797246,dre03000,beta-Scaffold factors with minor groove contacts,HMG SOX
1127,102216265,dre03000,beta-Scaffold factors with minor groove contacts,HMG SOX
1128,60642,dre03000,beta-Scaffold factors with minor groove contacts,HMG SOX
1129,60641,dre03000,beta-Scaffold factors with minor groove contacts,HMG SOX
1130,30544,dre03000,beta-Scaffold factors with minor groove contacts,HMG SOX
1131,323246,dre03000,beta-Scaffold factors with minor groove contacts,HMG SOX
1132,560266,dre03000,beta-Scaffold factors with minor groove contacts,HMG SOX
1133,100005540,dre03000,beta-Scaffold factors with minor groove contacts,HMG SOX
1134,554137,dre03000,beta-Scaffold factors with minor groove contacts,HMG SOX
1135,30701,dre03000,beta-Scaffold factors with minor groove contacts,HMG TCF-1
1136,497649,dre03000,beta-Scaffold factors with minor groove contacts,HMG TCF-1
1137,30523,dre03000,beta-Scaffold factors with minor groove contacts,HMG TCF-1
1138,30556,dre03000,beta-Scaffold factors with minor groove contacts,HMG TCF-1
1139,30510,dre03000,beta-Scaffold factors with minor groove contacts,HMG TCF-1
1140,386844,dre03000,beta-Scaffold factors with minor groove contacts,HMG2-related
1141,449949,dre03000,beta-Scaffold factors with minor groove contacts,HMG2-related
1142,393978,dre03000,beta-Scaffold factors with minor groove contacts,UBF
1143,368509,dre03000,beta-Scaffold factors with minor groove contacts,UBF
1144,83915,dre03000,beta-Scaffold factors with minor groove contacts,Heteromeric CCAAT factors
1145,573719,dre03000,beta-Scaffold factors with minor groove contacts,Heteromeric CCAAT factors
1146,503744,dre03000,beta-Scaffold factors with minor groove contacts,Heteromeric CCAAT factors
1147,550227,dre03000,beta-Scaffold factors with minor groove contacts,Heteromeric CCAAT factors
1148,323445,dre03000,beta-Scaffold factors with minor groove contacts,Heteromeric CCAAT factors
1149,100136855,dre03000,beta-Scaffold factors with minor groove contacts,Grainyhead
1150,100034503,dre03000,beta-Scaffold factors with minor groove contacts,Grainyhead
1151,324942,dre03000,beta-Scaffold factors with minor groove contacts,Grainyhead
1152,100001906,dre03000,beta-Scaffold factors with minor groove contacts,Grainyhead
1153,431761,dre03000,beta-Scaffold factors with minor groove contacts,Grainyhead
1154,555744,dre03000,beta-Scaffold factors with minor groove contacts,Grainyhead
1155,794613,dre03000,beta-Scaffold factors with minor groove contacts,Grainyhead
1156,795398,dre03000,beta-Scaffold factors with minor groove contacts,"Cold-shock domain factors, YB-1/DbpB-like"
1157,58126,dre03000,beta-Scaffold factors with minor groove contacts,Runt
1158,405784,dre03000,beta-Scaffold factors with minor groove contacts,Runt
1159,405788,dre03000,beta-Scaffold factors with minor groove contacts,Runt
1160,58127,dre03000,beta-Scaffold factors with minor groove contacts,Runt
1161,570792,dre03000,beta-Scaffold factors with minor groove contacts,MYRF
1162,406447,dre03000,Other transcription factors,HMGI(Y)
1163,768130,dre03000,Other transcription factors,HMGI(Y)
1164,324428,dre03000,Other transcription factors,HMGI(Y)
1165,799637,dre03000,Other transcription factors,NUPR
1166,777733,dre03000,Other transcription factors,Pocket domain Rb
1167,795522,dre03000,Other transcription factors,Pocket domain Rb
1168,100331892,dre03000,Other transcription factors,Pocket domain Rb
1169,559273,dre03000,Other transcription factors,Pocket domain CBP
1170,565612,dre03000,Other transcription factors,Pocket domain CBP
1171,566841,dre03000,Other transcription factors,Pocket domain CBP
1172,567111,dre03000,Other transcription factors,Pocket domain CBP
1173,100004296,dre03000,Other transcription factors,T-box
1174,30399,dre03000,Other transcription factors,T-box
1175,64603,dre03000,Other transcription factors,T-box
1176,58042,dre03000,Other transcription factors,T-box
1177,797797,dre03000,Other transcription factors,T-box
1178,564699,dre03000,Other transcription factors,T-box
1179,368206,dre03000,Other transcription factors,T-box
1180,100330653,dre03000,Other transcription factors,T-box
1181,30253,dre03000,Other transcription factors,T-box
1182,573084,dre03000,Other transcription factors,T-box
1183,556870,dre03000,Other transcription factors,T-box
1184,30070,dre03000,Other transcription factors,T-box
1185,30071,dre03000,Other transcription factors,T-box
1186,100004161,dre03000,Other transcription factors,T-box
1187,192294,dre03000,Other transcription factors,T-box
1188,30264,dre03000,Other transcription factors,T-box
1189,246222,dre03000,Other transcription factors,T-box
1190,572713,dre03000,Other transcription factors,T-box
1191,100538180,dre03000,Other transcription factors,T-box
1192,57936,dre03000,Other transcription factors,T-box
1193,556143,dre03000,Other transcription factors,T-box
1194,402923,dre03000,Other transcription factors,DMRT
1195,30129,dre03000,Other transcription factors,DMRT
1196,450035,dre03000,Other transcription factors,DMRT
1197,474350,dre03000,Other transcription factors,DMRT
1198,556113,dre03000,Other transcription factors,Others
1199,555728,dre03000,Other transcription factors,Others
1200,797322,dre03000,Other transcription factors,Others
1201,101886599,dre03000,Other transcription factors,Others
1202,497465,dre03000,Other transcription factors,Others
1203,449615,dre03000,Other transcription factors,Others
1204,564009,dre03000,Other transcription factors,Others
1205,571902,dre03000,Other transcription factors,Others
1206,449559,dre03000,Other transcription factors,Others
1207,572077,dre03000,Other transcription factors,Others
1208,572147,dre03000,Other transcription factors,Others
1209,393740,dre03000,Other transcription factors,Others
1210,386772,dre03000,Other transcription factors,Others
1211,563306,dre03000,Other transcription factors,Others
1212,503870,dre03000,Other transcription factors,Others
1213,560418,dre03000,Other transcription factors,Others
1214,555764,dre03000,Other transcription factors,Others
1215,415106,dre03000,Other transcription factors,Others
1216,557266,dre03000,Other transcription factors,Others
1217,564840,dre03000,Other transcription factors,Others
1218,565233,dre03000,Other transcription factors,Others
1219,393519,dre03000,Other transcription factors,Others
1220,641483,dre03000,Other transcription factors,Others
1221,406565,dre03011,Ribosomal proteins,Eukaryotes
1222,336550,dre03011,Ribosomal proteins,Eukaryotes
1223,337240,dre03011,Ribosomal proteins,Eukaryotes
1224,449547,dre03011,Ribosomal proteins,Eukaryotes
1225,192297,dre03011,Ribosomal proteins,Eukaryotes
1226,751723,dre03011,Ribosomal proteins,Eukaryotes
1227,445028,dre03011,Ribosomal proteins,Eukaryotes
1228,393725,dre03011,Ribosomal proteins,Eukaryotes
1229,407690,dre03011,Ribosomal proteins,Eukaryotes
1230,100000836,dre03011,Ribosomal proteins,Eukaryotes
1231,114420,dre03011,Ribosomal proteins,Eukaryotes
1232,394121,dre03011,Ribosomal proteins,Eukaryotes
1233,406686,dre03011,Ribosomal proteins,Eukaryotes
1234,101886382,dre03011,Ribosomal proteins,Eukaryotes
1235,337007,dre03011,Ribosomal proteins,Eukaryotes
1236,415169,dre03011,Ribosomal proteins,Eukaryotes
1237,336687,dre03011,Ribosomal proteins,Eukaryotes
1238,337148,dre03011,Ribosomal proteins,Eukaryotes
1239,336764,dre03011,Ribosomal proteins,Eukaryotes
1240,767765,dre03011,Ribosomal proteins,Eukaryotes
1241,393818,dre03011,Ribosomal proteins,Eukaryotes
1242,541327,dre03011,Ribosomal proteins,Eukaryotes
1243,192300,dre03011,Ribosomal proteins,Eukaryotes
1244,393723,dre03011,Ribosomal proteins,Eukaryotes
1245,406485,dre03011,Ribosomal proteins,Eukaryotes
1246,394166,dre03011,Ribosomal proteins,Eukaryotes
1247,100000341,dre03011,Ribosomal proteins,Eukaryotes
1248,394194,dre03011,Ribosomal proteins,Eukaryotes
1249,393788,dre03011,Ribosomal proteins,Eukaryotes
1250,393715,dre03011,Ribosomal proteins,Eukaryotes
1251,336662,dre03011,Ribosomal proteins,Eukaryotes
1252,393738,dre03011,Ribosomal proteins,Eukaryotes
1253,554155,dre03011,Ribosomal proteins,Eukaryotes
1254,677743,dre03011,Ribosomal proteins,Eukaryotes
1255,337810,dre03011,Ribosomal proteins,Eukaryotes
1256,406307,dre03011,Ribosomal proteins,Eukaryotes
1257,405889,dre03011,Ribosomal proteins,Eukaryotes
1258,393710,dre03011,Ribosomal proteins,Eukaryotes
1259,550564,dre03011,Ribosomal proteins,Eukaryotes
1260,394027,dre03011,Ribosomal proteins,Eukaryotes
1261,550536,dre03011,Ribosomal proteins,Eukaryotes
1262,322571,dre03011,Ribosomal proteins,Eukaryotes
1263,337090,dre03011,Ribosomal proteins,Eukaryotes
1264,326961,dre03011,Ribosomal proteins,Eukaryotes
1265,415196,dre03011,Ribosomal proteins,Eukaryotes
1266,336727,dre03011,Ribosomal proteins,Eukaryotes
1267,103910031,dre03011,Ribosomal proteins,Eukaryotes
1268,336710,dre03011,Ribosomal proteins,Eukaryotes
1269,337010,dre03011,Ribosomal proteins,Eukaryotes
1270,751694,dre03011,Ribosomal proteins,Eukaryotes
1271,393686,dre03011,Ribosomal proteins,Eukaryotes
1272,336702,dre03011,Ribosomal proteins,Eukaryotes
1273,336712,dre03011,Ribosomal proteins,Eukaryotes
1274,323305,dre03011,Ribosomal proteins,Eukaryotes
1275,415229,dre03011,Ribosomal proteins,Eukaryotes
1276,327089,dre03011,Ribosomal proteins,Eukaryotes
1277,378961,dre03011,Ribosomal proteins,Eukaryotes
1278,560828,dre03011,Ribosomal proteins,Eukaryotes
1279,323365,dre03011,Ribosomal proteins,Eukaryotes
1280,767785,dre03011,Ribosomal proteins,Eukaryotes
1281,445053,dre03011,Ribosomal proteins,Eukaryotes
1282,336641,dre03011,Ribosomal proteins,Eukaryotes
1283,445038,dre03011,Ribosomal proteins,Eukaryotes
1284,394035,dre03011,Ribosomal proteins,Eukaryotes
1285,406489,dre03011,Ribosomal proteins,Eukaryotes
1286,336568,dre03011,Ribosomal proteins,Eukaryotes
1287,735250,dre03011,Ribosomal proteins,Eukaryotes
